STN,YYYYMMDD,DDVEC,FHVEC,   FG,  FHX, FHXH,  FHN, FHNH,  FXX, FXXH,   TG,   TN,  TNH,   TX,  TXH, T10N,T10NH,   SQ,   SP,    Q,   DR,   RH,  RHX, RHXH,   PG,   PX,  PXH,   PN,  PNH,  VVN, VVNH,  VVX, VVXH,   NG,   UG,   UX,  UXH,   UN,  UNH, EV24
  370,20230907,  111,   23,   25,   40,   10,   10,    1,   80,   14,  231,  142,    2,  300,   14,  103,    6,  122,   92, 1969,    0,    0,    0,    1,10181,10198,    7,10168,   17,   65,    1,   83,   18,    0,   62,   97,    2,   41,   13,   38
  370,20230908,  174,   12,   16,   40,   15,    0,   20,   70,   15,  227,  156,    3,  314,   15,  123,    6,  118,   90, 1869,    0,    0,    0,    1,10167,10172,    7,10160,   16,   50,   24,   82,   13,    2,   72,   97,   23,   44,   14,   36
  370,20230909,  357,    3,   11,   20,   11,    0,    4,   50,   10,  219,  144,    6,  301,   15,  119,    6,  103,   79, 1784,    0,    0,    0,    1,10169,10175,    9,10160,    2,    0,    6,   81,   12,    1,   76,   99,    6,   40,   14,   34
  370,20230910,  134,   13,   15,   20,    5,   10,    1,   40,   14,  250,  176,    3,  322,   15,  155,    6,  105,   81, 1695,    0,    0,    0,    1,10164,10179,    9,10142,   24,   59,    3,   82,   17,    4,   68,   93,    2,   44,   15,   33
  370,20230911,  254,   14,   23,   40,   16,   10,    4,   70,   16,  226,  177,   24,  293,   13,  153,    6,   81,   62, 1573,    9,   52,   38,   19,10132,10139,    1,10126,   17,   33,   19,   82,   14,    6,   75,   98,   24,   47,   13,   30
  370,20230912,  268,   12,   15,   30,   21,   10,    1,   50,   12,  201,  157,    4,  255,   14,  138,    6,   48,   37, 1257,   33,   38,   16,   21,10130,10140,    9,10121,   16,    1,    2,   80,   16,    7,   86,   99,    3,   59,   14,   23
  370,20230913,  338,   15,   31,   60,    9,   10,   19,  130,    9,  167,  105,   24,  204,   14,   77,   24,   44,   34,  874,    7,   37,   35,    9,10185,10228,   24,10132,    1,   17,    2,   83,   14,    6,   85,   98,    2,   63,   14,   15
  370,20230914,  117,    7,   12,   20,    8,    0,    3,   40,    8,  153,   80,    6,  221,   15,   59,    6,   78,   61, 1381,    0,    0,    0,    1,10220,10234,    9,10202,   24,   18,    3,   83,   16,    5,   78,   98,    2,   51,   14,   23
  370,20230915,  113,   13,   16,   30,   14,    0,   24,   60,   12,  164,   90,    5,  234,   15,   60,    6,  107,   84, 1683,    0,    0,    0,    1,10171,10199,    1,10144,   24,   56,    4,   83,   15,    4,   75,   98,    5,   49,   12,   29
  370,20230916,   34,   19,   20,   50,   18,    0,    1,   90,   18,  190,  109,    5,  256,   14,   87,    6,   78,   62, 1389,    6,  168,  163,   18,10138,10144,   10,10133,   14,   58,    5,   80,    9,    6,   80,   97,    4,   57,   12,   25
  370,20230917,  108,    9,   22,   40,    2,   10,    7,   70,   13,  197,  158,    5,  235,   14,  159,    6,   19,   15,  799,   16,   24,   17,    3,10112,10132,    1,10060,   24,   21,    6,   75,   14,    8,   87,   98,    7,   73,   15,   14
  370,20230918,  205,   57,   59,   90,   12,   20,    1,  160,   16,  193,  144,   24,  242,   15,  136,   24,   58,   46, 1162,    5,   56,   56,   16,10046,10082,   24,10029,    5,   49,   16,   83,   15,    6,   80,   93,    5,   54,   15,   21
  370,20230919,  209,   71,   72,  110,   12,   50,    4,  160,   12,  169,  130,    3,  207,   14,  121,    6,   49,   39, 1123,    0,   -1,   -1,    1,10097,10108,    9,10088,    1,   70,    1,   83,   15,    8,   72,   84,    1,   57,   12,   19
  370,20230920,  186,   50,   53,   80,    8,   20,   18,  130,   11,  186,  155,    5,  217,   11,  146,    6,   34,   27,  952,    0,    0,    0,    1,10054,10091,    1,10000,   24,   70,    4,   83,   16,    8,   73,   84,    5,   63,   14,   17
  370,20230921,  193,   28,   36,   60,   23,   10,   10,  130,    7,  164,  124,   24,  196,    2,  115,   24,    0,    0,  242,   83,   70,   42,   16, 9976, 9993,    1, 9958,   15,   50,    7,   83,    2,    8,   85,   97,   16,   63,    2,    4
  370,20230922,  205,   33,   38,   70,    9,   20,   16,  110,   11,  133,  101,   24,  184,   12,   90,   24,   58,   47, 1035,   37,  122,   57,   19,10023,10076,   24, 9988,    2,   50,   24,   83,   13,    5,   85,   97,    1,   61,   13,   16
  370,20230923,  220,   36,   38,   70,   11,   10,   21,  110,   12,  123,   84,   22,  170,   16,   51,   24,   52,   43,  907,    8,   22,   21,   13,10159,10233,   24,10080,    1,   56,   22,   75,   12,    3,   89,   98,   22,   74,   12,   14
  370,20230924,  173,   27,   28,   50,   11,   10,    4,   90,   12,  139,   66,    6,  206,   14,   40,    6,  109,   90, 1603,    0,    0,    0,    1,10237,10258,    9,10217,   23,   56,    4,   83,   13,    3,   74,   98,    3,   47,   14,   26
  370,20230925,  166,   20,   23,   50,    8,    0,   18,   70,    5,  155,  108,    3,  225,   15,   88,    6,   93,   77, 1384,    0,    0,    0,    1,10221,10226,   19,10215,    3,   65,   19,   82,   10,    6,   74,   97,   23,   50,   14,   23
  370,20230926,  169,   11,   14,   20,    8,    0,    1,   50,   13,  161,  100,    5,  224,   13,   83,    6,   45,   38,  992,    0,    0,    0,    1,10202,10220,    1,10187,   16,   62,    4,   83,   16,    7,   80,   97,    1,   52,   12,   17
  370,20230927,  149,   19,   20,   40,   22,    0,    9,   60,   18,  180,  102,    5,  247,   14,   79,    6,   59,   49, 1160,    0,    0,    0,    1,10173,10203,    1,10126,   22,   44,    4,   83,   15,    7,   77,   98,    4,   55,   13,   20
  370,20230928,  216,   27,   30,   60,    9,   10,   17,  100,    9,  173,  137,   20,  215,   13,  108,   24,   74,   62, 1187,    0,    0,    0,    1,10165,10183,   10,10139,    1,   65,    9,   79,   15,    6,   80,   97,   20,   59,   13,   21
  370,20230929,  223,   27,   37,   70,   10,   10,   20,  110,   10,  166,   98,   22,  215,   11,   66,   24,   15,   13,  549,    4,   18,   17,   13,10186,10254,   24,10134,    6,   50,   23,   75,    8,    6,   86,   98,   23,   75,    9,    9
  370,20230930,  198,   20,   22,   50,   11,   10,    5,   70,   10,  140,   88,    6,  193,   13,   55,    6,   86,   73, 1195,    0,    0,    0,    1,10259,10274,   10,10245,   24,   19,    5,   81,   14,    5,   84,   98,    2,   60,   14,   19
  370,20231001,  199,   26,   27,   50,   11,   10,   18,   80,   11,  171,  103,    1,  246,   14,   77,    6,   99,   85, 1342,    0,    0,    0,    1,10226,10244,    1,10208,   24,   65,    1,   80,   16,    5,   78,   92,   19,   53,   13,   23
  370,20231002,  177,   20,   23,   40,   23,    0,   19,   60,   24,  190,  143,    6,  254,   15,  119,    6,   59,   51,  972,    0,    0,    0,    1,10175,10206,    1,10108,   24,   62,   23,   72,   13,    8,   80,   97,   19,   61,   14,   17
  370,20231003,  240,   44,   51,   70,    5,   40,    1,  130,    5,  160,  113,   23,  203,    5,  103,   24,   38,   33,  575,   14,   18,    7,   14,10169,10253,   24,10090,    3,   50,   11,   80,   16,    5,   80,   90,   11,   67,   16,   10
  370,20231004,  220,   42,   43,   60,   10,   20,   19,  100,   14,  137,  102,    6,  173,   16,   94,    6,   61,   53,  920,    0,   -1,   -1,    1,10260,10276,    9,10237,   24,   65,    4,   80,   14,    7,   82,   94,    6,   67,   12,   15
  370,20231005,  219,   36,   38,   50,    1,   20,   18,  100,   13,  140,  109,   21,  189,   14,   87,   24,   44,   39,  898,    0,    0,    0,    1,10250,10260,   21,10234,    5,   65,    5,   81,   14,    8,   82,   91,    5,   61,   14,   15
  370,20231006,  212,   44,   45,   70,   10,   30,    1,  110,   10,  150,  108,    5,  204,   15,   96,    6,   81,   71, 1126,    0,    0,    0,    1,10237,10255,    1,10223,   24,   65,    1,   80,   15,    7,   79,   93,    3,   59,   15,   19
  370,20231007,  230,   51,   51,   70,   10,   30,   18,  120,   14,  177,  133,    1,  225,   14,  125,    6,   83,   74, 1135,    0,   -1,   -1,    1,10221,10233,   24,10215,   16,   60,    4,   80,   12,    6,   77,   92,    4,   61,   13,   20
  370,20231008,  175,    6,   20,   30,    1,   10,    6,   50,    1,  156,  124,    6,  194,   16,   91,   24,   29,   26,  739,    0,    0,    0,    1,10239,10261,   10,10210,   24,   35,   21,   75,    1,    8,   86,   98,   21,   78,   11,   12
  370,20231009,  239,   28,   30,   50,    9,   10,   21,   80,   10,  162,  113,   24,  217,   15,   89,   24,   24,   22,  662,    0,    0,    0,    1,10207,10217,   21,10196,    4,    1,   22,   75,   15,    8,   86,   99,   23,   70,   16,   11
  370,20231010,  200,   33,   34,   60,   23,   10,    1,   80,   22,  168,  106,    2,  238,   15,   87,    6,   73,   66, 1062,    0,    0,    0,    1,10179,10210,    1,10152,   24,    2,    1,   81,   15,    7,   75,   99,    1,   49,   15,   18
  370,20231011,  217,   50,   51,   70,    9,   30,   21,  120,   11,  174,  131,    4,  214,   15,  118,    6,   42,   38,  696,    0,    0,    0,    1,10133,10151,   10,10116,   17,   62,   11,   81,   19,    8,   73,   83,    4,   63,   19,   12
  370,20231012,  207,   39,   40,   60,   15,   10,   11,  100,   15,  165,  150,    5,  176,   12,  147,    6,    0,    0,  278,   56,   37,   10,    3,10132,10144,    9,10124,    4,   35,   15,   70,   12,    8,   93,   97,    5,   86,   12,    5
  370,20231013,  203,   60,   65,  100,   14,   30,    2,  160,   14,  191,  141,   24,  237,   13,  141,   24,    4,    4,  493,   76,  173,   73,   19,10045,10118,    1, 9996,   22,   44,   24,   81,   15,    8,   82,   96,    2,   59,   13,    9
  370,20231014,  259,   36,   40,   60,   10,   20,   18,  130,   15,  105,   47,   22,  152,   11,   18,   24,   85,   78,  970,   12,   48,   33,    1,10138,10189,   21,10027,    1,   57,    1,   82,   16,    3,   79,   96,    1,   55,   13,   14
  370,20231015,  247,   20,   24,   50,    3,   10,    5,  100,   15,   68,   27,   24,  111,   13,   10,   24,   41,   38,  694,   33,   61,   30,    5,10223,10252,   21,10182,    3,   16,   23,   75,   12,    5,   89,   98,   22,   70,   14,    9
  370,20231016,   87,    9,   18,   30,   16,   10,    3,   50,   15,   82,   19,    5,  133,   12,    2,    6,   61,   57,  807,    0,    0,    0,    1,10224,10245,    1,10205,   24,    2,    4,   82,   13,    8,   83,   98,    3,   63,   15,   11
  370,20231017,   72,   38,   39,   60,   12,   20,    2,  100,   12,   94,   70,    4,  133,   14,   61,    6,   77,   72, 1009,    0,    0,    0,    1,10175,10203,    1,10127,   24,   62,    5,   83,   16,    6,   76,   92,    3,   56,   12,   15
  370,20231018,   95,   43,   44,   60,   12,   30,   23,  110,   12,  106,   65,    3,  144,   14,   53,    6,   31,   29,  689,   29,  135,  109,   21,10027,10123,    1, 9929,   24,   20,   21,   83,   14,    8,   74,   97,   22,   56,   16,   10
  370,20231019,  145,   25,   30,   40,    1,   20,    5,   90,    2,  155,  123,    1,  177,   12,  120,    6,   20,   19,  449,   21,   10,    5,   14, 9902, 9927,    1, 9855,   24,   59,   24,   75,   11,    8,   90,   96,    1,   80,   11,    7
  370,20231020,  122,   23,   39,   50,    8,   30,   12,  100,   10,  139,  115,   24,  150,   13,  105,   24,    0,    0,   86,  114,  457,   89,   10, 9802, 9842,    1, 9768,   12,   26,    7,   65,   15,    7,   95,   98,   10,   94,   19,    1
  370,20231021,  178,   57,   58,   80,   10,   30,    1,  150,   22,  138,  116,    1,  164,   13,  108,    6,   33,   32,  569,   16,    6,    2,    8, 9921, 9969,   24, 9842,    1,   61,    7,   81,   11,    8,   79,   96,    1,   62,   14,    9
  370,20231022,  209,   37,   39,   80,    2,   10,   22,  120,    2,  121,   85,   24,  156,   15,   55,   24,   20,   19,  476,   15,   11,    5,    3,10070,10127,   24, 9978,    1,    4,   24,   75,    1,    6,   88,   98,   23,   76,   14,    7
  370,20231023,   99,   22,   26,   40,   14,    0,    6,   90,   22,  106,   49,    5,  139,   13,   22,   12,   31,   30,  566,   51,   48,   25,   21,10095,10134,    6,10025,   23,    1,    2,   75,   14,    7,   91,   99,    4,   76,   14,    8
  370,20231024,  198,   44,   44,   60,    3,   30,   21,  100,    3,  114,   78,   24,  142,   15,   66,   24,   39,   38,  506,   14,   16,   11,   12,10024,10029,    4,10017,   15,   59,   11,   75,   14,    7,   86,   93,   24,   77,   16,    8
  370,20231025,   79,    9,   27,   40,   11,   20,    1,   80,   12,  100,   72,    1,  110,   16,   56,    6,    0,    0,  128,  121,  187,   47,   10, 9956,10019,    1, 9913,   15,   17,   20,   70,    6,    8,   94,   97,   17,   87,    7,    2
  370,20231026,  136,   12,   17,   30,   13,   10,    2,   50,   13,   98,   53,    5,  120,   14,   34,    6,   14,   14,  445,    9,    2,    1,   17, 9952, 9973,    2, 9921,   24,    0,    5,   65,   15,    8,   94,   99,    5,   82,   14,    6
  370,20231027,  201,   21,   28,   50,   13,   10,    5,  100,   13,  108,   91,   23,  133,   16,   84,   24,   15,   15,  244,   98,  143,   24,    7, 9927, 9951,   23, 9907,    6,   32,    7,   70,   15,    8,   93,   97,    4,   81,   16,    4
  370,20231028,  178,   46,   49,   70,   11,   40,    1,  120,   11,  122,   97,    4,  156,   14,   91,    6,   36,   36,  553,   27,   26,   10,   21, 9949, 9964,   13, 9912,   23,   59,   20,   77,   14,    8,   84,   93,   21,   67,   14,    9
  370,20231029,  200,   62,   63,   90,    9,   40,   14,  170,    9,  132,  105,   20,  156,   13,   95,   24,   36,   36,  447,   25,   46,   25,    6, 9937, 9986,   24, 9899,    2,   63,   14,   80,   10,    6,   78,   89,   14,   68,    9,    7
  370,20231030,  183,   25,   34,   60,   23,   20,   14,  130,   23,  118,   97,    7,  138,   11,   85,   12,    2,    2,  290,   53,   89,   36,   21, 9979,10004,    9, 9944,   21,   24,   21,   70,    1,    7,   88,   97,   21,   81,   12,    4
  370,20231031,  216,   42,   44,   60,    9,   30,   17,   90,    3,  110,   97,    7,  135,   13,   93,   12,   24,   25,  377,   26,   18,    9,   15,10025,10050,   18, 9976,    1,   49,    5,   75,   12,    8,   91,   95,    5,   80,   12,    6
  370,20231101,  183,   52,   53,   70,   14,   30,    2,  130,   17,  123,  100,   23,  154,   14,   92,   24,   14,   14,  410,   49,   43,   14,    3, 9982,10038,    1, 9911,   24,   50,    3,   80,   13,    7,   85,   96,    3,   69,   13,    6
  370,20231102,  184,   90,   97,  140,   14,   50,    1,  280,   14,  116,   81,   22,  154,   11,   78,   24,   48,   50,  573,   56,   47,   15,   22, 9771, 9893,    1, 9727,   13,   56,   14,   83,   17,    8,   71,   88,   22,   53,   13,    9
  370,20231103,  205,   74,   75,   90,    1,   50,   22,  150,    4,   93,   72,   24,  123,   14,   63,   24,   36,   38,  529,   21,    9,    5,    5, 9846, 9880,   18, 9787,    1,   64,    5,   81,   14,    7,   76,   89,    6,   63,   14,    8
  370,20231104,  172,   49,   51,   60,    1,   40,    5,  120,   11,   97,   82,    1,  112,   19,   75,   12,   23,   24,  262,   45,   34,    9,   13, 9775, 9864,    1, 9715,   24,   56,    3,   75,    1,    8,   85,   93,    4,   77,   10,    4
  370,20231105,  218,   56,   60,   80,   14,   30,    5,  130,   14,  103,   93,   20,  114,   13,   86,   24,    5,    5,  211,   28,   40,   19,   11, 9805, 9940,   24, 9700,    4,   57,   11,   75,   16,    7,   87,   93,    4,   78,   17,    3
  370,20231106,  211,   65,   66,   80,    1,   50,   17,  130,    7,   96,   84,   24,  123,   12,   77,   24,   24,   25,  316,    6,    5,    4,   14,10011,10067,   24, 9947,    1,   64,   14,   80,   12,    7,   83,   89,   14,   69,   12,    5
  370,20231107,  207,   58,   58,   80,   13,   40,    2,  120,   13,   90,   76,   24,  115,   14,   70,    6,   54,   58,  507,    2,    2,    1,   22,10093,10116,   24,10070,    1,   65,    4,   75,   10,    5,   83,   91,    4,   74,   12,    7
  370,20231108,  196,   61,   62,   80,   13,   50,    1,  130,   12,   90,   63,    7,  118,   12,   56,   12,   20,   22,  403,   89,  110,   33,   21,10093,10127,    9,10028,   24,   37,   18,   75,   10,    7,   86,   94,   18,   71,   12,    6
  370,20231109,  203,   54,   55,   60,    1,   40,    6,  120,   16,   95,   68,   23,  121,   12,   63,   24,   37,   40,  515,   44,   64,   41,   17, 9999,10023,    9, 9967,   24,   38,    3,   75,   12,    8,   86,   95,    3,   71,   12,    7
  370,20231110,  206,   46,   47,   70,    3,   10,   18,  130,    3,   76,   62,    7,   90,   16,   56,   12,    9,   10,  165,   47,   98,   38,   19, 9967,10001,   24, 9957,   11,   50,   18,   75,   12,    8,   87,   97,   18,   79,   13,    2
  370,20231111,  231,   38,   40,   60,    9,   20,   20,   90,   11,   65,   27,   21,  103,   13,   -4,   24,   66,   72,  632,    4,    4,    3,    4,10050,10072,   20,10006,    1,   57,   21,   75,   12,    4,   88,   96,   21,   73,   13,    8
  370,20231112,  184,   15,   18,   30,    1,   10,   10,   50,    1,   55,   32,    7,   84,   13,   24,   24,   20,   22,  363,    0,    0,    0,    1,10070,10085,   18,10053,    4,    1,    6,   70,   13,    8,   93,   99,    6,   83,   13,    5
  370,20231113,  216,   52,   60,   90,   14,   20,    1,  150,   16,  109,   52,    1,  152,   14,   47,    6,    6,    7,  101,   77,  115,   23,    7,10018,10070,    1, 9970,   15,    9,    5,   75,   16,    6,   87,   98,    5,   65,   17,    2
  370,20231114,  229,   68,   70,  100,    3,   20,   17,  150,    1,  112,   94,   18,  132,   11,   92,   18,   14,   16,  285,   88,  262,   74,   21,10039,10087,   24,10006,   17,   49,   21,   75,   12,    8,   87,   95,   17,   75,   12,    4
  370,20231115,  234,   57,   58,   70,   11,   40,   19,  120,    9,  100,   71,   21,  132,   12,   64,   24,   52,   58,  479,   12,    8,    4,    6,10143,10166,   23,10093,    1,   60,    2,   75,   12,    5,   84,   93,    5,   73,   13,    7
  370,20231116,   68,    2,   26,   60,    2,   10,    8,   90,    2,   71,   34,   24,   86,    1,   14,   24,    0,    0,  134,    0,    0,    0,    1,10135,10164,   24,10100,   14,   44,   24,   70,    1,    8,   89,   98,   24,   82,    1,    2
  370,20231117,  197,    8,   12,   20,   11,   10,    1,   40,   13,   51,   23,   20,   95,   14,   -6,   24,   45,   51,  411,    8,    1,    1,    9,10205,10242,   23,10170,    1,    2,    1,   63,   14,    6,   95,   99,   22,   76,   14,    5
  370,20231118,  181,   42,   47,   70,   13,   10,    2,  120,   18,   82,   35,    2,  135,   24,   18,    6,    0,    0,   87,  114,  139,   54,   15,10165,10241,    2,10093,   24,   15,    1,   65,    8,    8,   95,   98,    1,   91,    8,    1
  370,20231119,  226,   80,   81,   90,   10,   60,   16,  150,   10,  121,  110,   19,  136,    1,  104,   12,   32,   37,  327,   44,   41,   19,   16,10088,10097,    9,10081,   20,   37,   17,   70,    2,    6,   86,   93,   19,   76,   11,    5
  370,20231120,  228,   40,   41,   80,    1,   10,   18,  130,    1,   89,   29,   21,  123,   13,    7,   24,   23,   27,  305,   28,   33,   18,   14,10092,10109,   24,10079,   17,    2,   18,   75,   11,    7,   91,   99,   18,   75,   12,    4
  370,20231121,   12,   16,   26,   70,   18,   10,    1,  110,   18,   68,   23,   24,  104,   12,    6,   24,    2,    2,  136,   13,    6,    3,   17,10187,10275,   24,10112,    1,    0,    2,   67,   19,    6,   96,   99,    1,   86,   18,    2
  370,20231122,  208,   21,   30,   50,   20,    0,    6,   80,   21,   36,  -20,    5,   68,   24,  -38,    6,    9,   10,  262,    0,   -1,   -1,    1,10287,10313,   10,10255,   24,    1,    7,   62,   20,    7,   93,   99,    5,   85,   20,    3
  370,20231123,  248,   59,   63,   70,   11,   50,    1,  140,   23,  106,   67,    1,  126,   15,   66,    6,    0,    0,  136,   12,    8,    5,   23,10202,10249,    1,10142,   22,   56,    1,   75,   15,    8,   86,   94,    1,   68,   24,    2
  370,20231124,  299,   47,   49,   80,   17,   40,    3,  160,   17,   63,   42,   24,  104,    1,   31,   24,   26,   31,  310,   29,   35,   13,    9,10125,10153,    2,10106,   14,   57,    9,   75,    2,    6,   78,   85,    9,   65,    1,    4
  370,20231125,  279,   27,   30,   40,    5,   10,   24,  110,   11,   42,   -5,   24,   80,   14,  -30,   24,   33,   39,  306,   19,   32,   10,   12,10140,10160,   24,10128,   14,    7,   24,   75,   14,    4,   86,   98,   24,   77,   16,    4
  370,20231126,  223,   32,   33,   50,   22,   10,    1,   80,   22,   44,   -5,    1,   72,   12,  -37,    6,    0,    0,  171,   16,    6,    4,   24,10147,10164,    8,10099,   24,    7,    1,   70,   21,    8,   93,   98,    1,   86,   21,    2
  370,20231127,  196,   16,   48,   70,    6,   10,   17,  110,    5,   43,   11,   23,   59,   18,   11,   24,    0,    0,   53,  208,  321,   42,    5, 9977,10087,    1, 9916,   17,   46,   15,   70,    1,    8,   93,   97,   17,   87,    1,    1
  370,20231128,  339,   13,   45,   80,    1,   20,    9,  130,    1,   14,  -17,   18,   40,   13,  -37,   18,   60,   72,  480,    1,    2,    2,   22,10057,10085,   14, 9981,    1,   70,    1,   83,   13,    4,   80,   87,    3,   61,   12,    5
  370,20231129,  225,   30,   33,   70,    6,   10,   20,  110,    3,   13,   -9,   19,   37,   13,  -28,   18,   11,   13,  216,   34,   67,   33,    3,10030,10042,    2,10015,    5,   43,   23,   70,   11,    7,   93,   98,   23,   86,   15,    2
  370,20231130,   19,    9,   14,   30,   13,   10,    1,   50,   17,    6,  -19,    5,   34,   12,  -35,   12,   33,   40,  340,    0,    0,    0,    1,10022,10039,   24,10013,    6,    3,    5,   59,   19,    7,   93,   98,    4,   84,   18,    4
  370,20231201,   43,   33,   34,   50,   17,   20,   22,   80,   15,   -6,  -26,   24,   11,   11,  -29,   24,    0,    0,  131,    0,    0,    0,    1,10077,10107,   24,10043,    1,   24,    5,   66,   16,    8,   82,   94,    5,   76,   15,    1
  370,20231202,  228,   16,   25,   40,   22,   10,    4,   80,   24,  -10,  -29,    7,   10,   24,  -37,   12,   31,   38,  317,    0,    0,    0,    1,10150,10193,   24,10107,    1,   20,   23,   63,    2,    7,   84,   97,   23,   77,   12,    3
  370,20231203,  168,   36,   40,   60,   12,   30,    1,  100,   12,    6,  -21,    8,   26,   12,  -31,   12,   23,   28,  285,   51,   34,   10,   20,10183,10212,    9,10131,   24,   16,   18,   72,   12,    7,   86,   98,   19,   64,   12,    3
  370,20231204,  118,   36,   38,   50,   16,   30,    1,   90,    7,   15,    5,    1,   27,   24,    3,    6,    0,    0,  131,   88,   82,   21,   17,10048,10124,    1, 9984,   23,   20,   23,   75,    7,    8,   86,   96,   24,   72,   10,    1
  370,20231205,  342,   18,   29,   40,    9,   20,    5,   70,    9,   27,   15,   22,   39,    8,   15,   24,    0,    0,   73,   29,    9,    3,    3,10036,10108,   24, 9980,    2,    8,   10,   50,    1,    8,   96,   99,   10,   93,   22,    1
  370,20231206,  256,   22,   25,   40,   13,   10,   24,   80,   16,   28,  -20,   24,   72,   12,  -51,   24,   44,   55,  374,    4,    7,    7,   16,10159,10200,   23,10113,    1,    1,   21,   75,   12,    5,   90,   98,   21,   74,   12,    4
  370,20231207,  136,   28,   32,   50,   22,   10,    1,   90,   22,   19,  -25,    2,   43,   13,  -56,    6,   30,   37,  289,    0,   -1,   -1,    1,10158,10206,    4,10075,   24,    1,    1,   75,   19,    8,   88,   99,    3,   76,   21,    3
  370,20231208,  191,   33,   38,   50,   11,   20,    4,   80,   12,   58,   22,    3,   84,   13,   21,    6,    0,    0,  108,   26,   19,   12,    3,10081,10110,   24,10056,    5,   15,    8,   72,    1,    8,   93,   98,    8,   79,    1,    1
  370,20231209,  192,   50,   61,   80,   13,   40,    1,  140,   14,   81,   61,    3,  113,   19,   52,    6,    0,    0,   82,   66,   71,   25,   14,10009,10107,    1, 9918,   17,   39,   16,   70,    8,    7,   88,   95,   16,   73,   24,    1
  370,20231210,  231,   78,   83,  110,    3,   60,   16,  220,    4,   99,   82,   18,  114,   21,   80,    6,   25,   31,  243,   45,   28,   12,   18,10025,10070,   10, 9987,   19,   50,   18,   70,   20,    7,   77,   93,   18,   65,    4,    4
  370,20231211,  237,   60,   63,   90,    6,   30,   21,  160,    9,   95,   76,   24,  108,    2,   70,   24,    5,    6,  186,   40,   41,   16,   16,10032,10085,   22, 9979,    5,   50,    8,   75,   13,    8,   85,   91,    5,   76,   13,    3
  370,20231212,  176,   29,   31,   50,   17,   10,    5,   90,   20,   86,   43,    4,  114,   11,   17,    6,   31,   39,  261,   27,   31,   12,   21,10020,10083,    1, 9968,   24,   39,    3,   70,   10,    7,   92,   98,    3,   81,   11,    4
  370,20231213,  188,    8,   24,   40,   24,    0,   16,   80,    2,   83,   69,   21,   91,   11,   63,   24,    4,    5,  113,   35,   34,   11,    8, 9995,10084,   24, 9958,    6,   27,   21,   65,    3,    8,   96,   98,   16,   94,   11,    2
  370,20231214,  299,   17,   29,   50,    1,   10,   16,   80,    1,   54,   47,   21,   77,    1,   43,   24,   12,   15,  179,    0,    0,    0,    1,10199,10277,   24,10098,    1,   47,    1,   75,   13,    8,   90,   96,    1,   80,   13,    2
  370,20231215,  229,   27,   28,   40,    1,   20,   10,   60,    1,   75,   59,    1,   94,   13,   59,    6,    0,    0,  136,    0,   -1,   -1,    1,10348,10395,   23,10281,    1,   19,    6,   75,   15,    8,   87,   98,    4,   71,   16,    2
  370,20231216,  217,   46,   47,   60,   11,   30,    1,   90,   17,   80,   51,    6,   92,   19,   43,    6,    2,    3,  122,   17,    2,    1,   23,10390,10401,   10,10382,   16,   15,   23,   75,    2,    7,   87,   97,   22,   73,    2,    2
  370,20231217,  215,   46,   46,   60,    9,   30,    3,  100,   10,   73,   37,   24,   95,   14,   26,   24,   38,   48,  286,   20,    3,    1,    1,10358,10382,    1,10333,   22,   25,    1,   75,   15,    4,   87,   97,    1,   74,   14,    4
  370,20231218,  200,   56,   56,   60,    2,   50,    1,  100,   13,   51,   38,    1,   62,   10,   27,    6,    2,    3,  108,    0,    0,    0,    1,10305,10332,    1,10264,   24,   44,   17,   68,    1,    8,   90,   95,   17,   85,    1,    1
  370,20231219,  220,   56,   60,   80,    5,   20,   19,  120,    6,   71,   52,    1,   83,   18,   50,   24,    0,    0,   44,  132,  130,   17,   15,10191,10256,    1,10153,   17,   22,    3,   65,   22,    8,   94,   98,   20,   89,    8,    1
  370,20231220,  233,   61,   62,   80,   20,   30,    1,  120,   19,   72,   51,    1,   90,   21,   41,    6,    8,   10,  108,   48,   20,    7,   24,10141,10168,    2,10084,   24,   23,   24,   70,   19,    8,   90,   95,   23,   86,    9,    1
  370,20231221,  263,   71,   80,  110,   12,   40,   22,  200,   18,   94,   52,   20,  120,   15,   45,   24,    4,    5,  108,  119,  223,   81,   20,10013,10071,    1, 9976,   13,   27,    1,   75,   14,    8,   87,   95,    1,   71,   18,    2
  370,20231222,  278,   75,   77,  100,   19,   40,   24,  190,   15,   95,   63,    4,  111,   13,   55,    6,    0,    0,   99,   24,   68,   31,   23,10056,10106,   24,10037,   13,   42,   23,   75,   11,    8,   78,   93,   23,   69,    2,    1
  370,20231223,  253,   81,   83,  100,    7,   50,    1,  170,    5,  103,   71,    1,  114,   12,   69,    6,    0,    0,  105,    4,    3,    3,    3,10094,10105,   17,10083,    6,   67,   14,   75,    4,    8,   77,   86,    2,   71,   17,    2
  370,20231224,  231,   89,   90,  100,   13,   80,    3,  170,   16,  114,   97,    3,  131,   15,   95,    6,    0,    0,   58,  147,  165,   25,   12,10056,10083,    1,10033,   15,   32,    5,   75,    1,    8,   92,   95,    5,   73,    1,    1
  370,20231225,  235,   69,   71,  110,   24,   20,   13,  170,   24,  115,  102,   12,  124,    3,  103,   12,    0,    0,   55,  158,  251,   37,   13,10073,10085,   13,10061,    1,   20,   10,   70,    1,    8,   94,   97,   12,   88,    3,    1
