STN,YYYYMMDD,DDVEC,FHVEC,   FG,  FHX, FHXH,  FHN, FHNH,  FXX, FXXH,   TG,   TN,  TNH,   TX,  TXH, T10N,T10NH,   SQ,   SP,    Q,   DR,   RH,  RHX, RHXH,   PG,   PX,  PXH,   PN,  PNH,  VVN, VVNH,  VVX, VVXH,   NG,   UG,   UX,  UXH,   UN,  UNH, EV24
  370,20220715,  287,   19,   23,   40,   15,   10,    4,   70,   13,  168,   79,    4,  240,   15,   57,    6,  129,   80, 2554,    0,    0,    0,    1,10229,10241,    8,10218,   19,   65,    1,   83,   19,    3,   65,   97,    4,   42,   14,   44
  370,20220716,  331,   31,   35,   50,    7,   10,   24,   90,   10,  183,  110,   24,  233,   15,   61,   24,  135,   84, 2707,    0,    0,    0,    1,10248,10275,   23,10215,    3,   70,    1,   83,   19,    5,   60,   89,   24,   40,   13,   48
  370,20220717,   32,   16,   19,   30,   13,   10,    1,   70,    9,  188,   80,    4,  266,   15,   38,    6,  147,   91, 2784,    0,    0,    0,    1,10265,10281,    8,10247,   22,   65,    2,   83,   18,    5,   58,   95,    4,   33,   16,   50
  370,20220718,  210,    9,   14,   30,   11,    0,    1,   60,   11,  240,  112,    4,  335,   16,   69,    6,  146,   91, 2719,    0,    0,    0,    1,10214,10243,    1,10187,   24,   70,    1,   83,   18,    4,   51,   89,    3,   23,   14,   53
  370,20220719,  112,   23,   28,   50,   17,   10,    1,  100,   17,  293,  161,    4,  383,   16,  110,    6,  144,   90, 2679,    0,    0,    0,    1,10152,10183,    1,10122,   18,   67,    2,   83,   23,    0,   38,   83,    4,   14,   17,   56
  370,20220720,  233,   34,   37,   60,   13,   20,    2,  100,    8,  235,  181,   24,  291,   12,  176,    6,   69,   43, 2098,    0,   -1,   -1,    1,10170,10190,   22,10129,    2,   64,   22,   82,    2,    5,   62,   91,   22,   42,   12,   40
  370,20220721,  244,   32,   38,   50,    7,   20,   21,  100,   10,  173,  153,   24,  192,    7,  152,   24,    1,    1,  435,   54,   65,   27,    9,10196,10222,   22,10175,    3,   28,   12,   65,    1,    8,   93,   97,    8,   85,    7,    8
  370,20220722,  347,   17,   20,   30,   15,   10,    1,   70,   14,  181,  135,    3,  229,   15,  127,    6,   45,   28, 1886,    0,   -1,   -1,    1,10201,10218,    1,10184,   19,   57,    4,   81,   12,    7,   75,   98,    3,   54,   14,   33
  370,20220723,  313,    5,   14,   20,    8,   10,    1,   50,   12,  195,  109,    5,  261,   17,   85,    6,  125,   79, 2495,    0,    0,    0,    1,10194,10202,    9,10186,    2,   59,    5,   83,   19,    3,   68,   98,    5,   44,   17,   45
  370,20220724,  202,   24,   26,   50,   10,   10,    1,   90,   11,  231,  138,    4,  307,   17,  116,    6,  140,   88, 2690,    0,    0,    0,    1,10161,10191,    1,10111,   24,   57,    5,   83,   18,    5,   64,   94,    4,   42,   15,   52
  370,20220725,  237,   43,   47,   70,   13,   20,    1,  140,   20,  215,  151,   24,  269,   11,  136,   24,   48,   30, 1799,    0,   -1,   -1,    1,10108,10138,   24,10086,    5,   70,   24,   83,   18,    6,   64,   86,   24,   46,   15,   34
  370,20220726,  307,   19,   30,   50,    8,   10,   15,   80,    8,  175,  118,   24,  214,   10,   80,   24,   36,   23, 1131,    3,   12,   12,   11,10174,10205,   23,10139,    2,   68,    4,   81,   17,    7,   77,   88,   24,   61,   19,   20
  370,20220727,   12,   20,   26,   50,   17,    0,    3,   90,   15,  161,   81,    4,  225,   15,   32,    6,   81,   52, 1785,    0,    0,    0,    1,10203,10214,    9,10192,   18,   65,    1,   83,   19,    5,   65,   97,    2,   37,   15,   30
  370,20220728,   49,   39,   40,   60,   10,   30,    2,  110,   13,  185,  110,    4,  242,   14,  101,    6,   84,   54, 2252,    0,    0,    0,    1,10179,10197,    1,10163,   17,   75,    1,   83,   18,    8,   56,   78,    4,   40,   13,   40
  370,20220729,  346,   23,   27,   40,   16,   10,   22,   80,   16,  199,  146,    3,  269,   14,  127,   24,  108,   69, 2381,    0,   -1,   -1,    1,10171,10185,   21,10159,    4,   69,   24,   82,   17,    5,   62,   89,   24,   38,   16,   43
  370,20220730,  285,   15,   20,   40,   13,   10,    3,   70,   11,  201,  110,    4,  265,   14,   75,    6,   81,   52, 2213,    0,   -1,   -1,    1,10188,10198,    8,10178,   24,   27,    5,   82,   16,    5,   67,   98,    3,   43,   15,   40
  370,20220731,  233,   36,   39,   70,   14,   10,    1,  110,   13,  205,  160,    3,  267,   13,  144,    6,   15,   10, 1201,    4,    3,    2,   21,10163,10176,    1,10148,   15,   61,   18,   82,   14,    8,   79,   94,   22,   58,   13,   22
  370,20220801,  333,   19,   26,   60,   12,   10,    3,   90,   12,  198,  126,   23,  244,   11,   85,   24,   78,   50, 1917,    0,   -1,   -1,    1,10183,10196,   21,10167,    3,   50,    2,   83,   19,    6,   72,   97,    2,   49,   18,   35
  370,20220802,  218,   29,   34,   70,   11,   10,    1,  110,   11,  221,  137,    1,  293,   15,  104,    6,  121,   79, 2420,    0,    0,    0,    1,10167,10188,    1,10152,   19,   65,   23,   83,   15,    5,   62,   93,   23,   38,   13,   46
  370,20220803,  219,   17,   27,   50,    8,   10,    1,   90,   10,  248,  162,    1,  326,   15,  128,    6,  132,   86, 2442,    0,    0,    0,    1,10145,10158,    8,10128,   24,   65,    1,   83,   17,    4,   64,   97,    1,   38,   15,   48
  370,20220804,  319,   17,   28,   50,   18,   10,    5,   80,   16,  232,  176,   23,  285,   16,  158,    6,   73,   48, 1745,   18,   20,   12,   21,10135,10161,   21,10116,    3,   17,   21,   83,   19,    8,   70,   92,   22,   52,   16,   33
  370,20220805,  336,   33,   36,   60,   13,   10,   21,  100,   12,  182,   84,   24,  238,   14,   36,   24,   74,   49, 1965,    0,   -1,   -1,    1,10199,10261,   24,10150,    1,   64,    2,   83,   19,    4,   69,   95,    2,   36,   14,   35
  370,20220806,  344,   17,   22,   40,   12,   10,    1,   80,   11,  161,   64,    5,  239,   16,   20,    6,  133,   88, 2374,    0,    0,    0,    1,10276,10289,   10,10266,    1,   65,    1,   83,   14,    3,   63,   97,    5,   34,   15,   40
  370,20220807,  338,   19,   22,   40,   17,    0,    4,  100,   14,  175,   84,    5,  255,   15,   35,    6,  138,   91, 2505,    0,    0,    0,    1,10252,10267,    1,10234,   17,   64,    4,   83,   18,    3,   64,   97,    4,   34,   14,   44
  370,20220808,    5,   30,   31,   50,   14,    0,    2,  110,   11,  186,   95,    3,  257,   15,   45,    6,  130,   86, 2403,    0,    0,    0,    1,10261,10274,   23,10249,    2,   61,    4,   83,   16,    3,   66,   96,    1,   42,   13,   43
  370,20220809,   31,   42,   43,   60,   16,   20,    5,  120,   14,  209,  126,    5,  278,   15,  114,    6,  138,   92, 2500,    0,    0,    0,    1,10272,10283,   10,10262,   17,   65,    3,   83,   18,    1,   60,   93,    4,   36,   14,   46
  370,20220810,   47,   35,   36,   50,   17,   30,    2,  100,   14,  234,  148,    5,  311,   16,  141,    6,  134,   90, 2458,    0,    0,    0,    1,10245,10266,    1,10224,   24,   70,    3,   83,   18,    3,   51,   85,    4,   27,   15,   47
  370,20220811,   54,   29,   32,   50,   11,   20,    3,   90,   14,  243,  149,    5,  319,   15,  128,    6,  137,   92, 2438,    0,    0,    0,    1,10209,10225,    2,10190,   18,   75,    2,   83,   20,    0,   44,   73,    4,   21,   15,   48
  370,20220812,   67,   30,   32,   50,   11,   20,    2,  120,   12,  256,  162,    4,  328,   14,  129,    6,  137,   92, 2409,    0,    0,    0,    1,10178,10195,    9,10160,   17,   76,    4,   83,    1,    0,   37,   67,    3,   20,   17,   48
  370,20220813,   81,   17,   21,   40,   14,   10,    4,   80,   14,  246,  152,    5,  322,   14,  103,    6,  137,   93, 2435,    0,    0,    0,    1,10151,10171,    9,10118,   24,   66,   24,   83,    1,    0,   41,   70,   24,   22,   14,   48
  370,20220814,   80,   12,   21,   30,   11,   10,    1,   70,   11,  255,  151,    5,  331,   13,   97,    6,   98,   67, 2074,    0,    0,    0,    1,10071,10111,    1,10033,   24,   75,    1,   83,    3,    5,   47,   75,    1,   26,   13,   41
  370,20220815,  204,   23,   29,   50,    8,   10,   19,   80,    8,  222,  161,   24,  267,   16,  133,   24,   10,    7,  876,    0,   -1,   -1,    1,10046,10063,   23,10035,    2,   65,   24,   83,    3,    8,   64,   91,   24,   51,   16,   17
  370,20220816,  226,   14,   27,   50,   10,   10,    1,   90,   11,  229,  151,    3,  301,   13,  128,    6,   78,   53, 1894,    0,    0,    0,    1,10084,10102,   22,10063,    3,   61,    4,   82,   12,    6,   62,   95,    3,   33,   13,   36
  370,20220817,  301,   12,   20,   30,    5,   10,   13,   60,    5,  197,  163,   21,  222,   10,  157,   24,   10,    7,  506,   47,   63,   26,   13,10111,10130,   24,10087,    3,   18,   20,   66,    8,    7,   89,   98,   19,   73,    1,    9
  370,20220818,  277,   11,   13,   20,    1,   10,    2,   50,   13,  203,  156,   24,  265,   16,  135,   24,   63,   43, 1593,    0,    0,    0,    1,10135,10144,    9,10128,   19,    0,    4,   81,   13,    5,   82,   99,    4,   54,   15,   29
  370,20220819,  234,   24,   25,   40,    8,   10,    1,   70,   14,  194,  141,    5,  256,   15,  117,    6,   32,   22, 1230,    8,   53,   36,   17,10147,10158,   23,10136,    2,   15,    5,   75,   16,    6,   88,   98,    1,   67,   15,   22
  370,20220820,  259,   23,   26,   40,   14,   10,   20,   80,   15,  191,  119,   24,  249,   13,   93,   24,   69,   48, 1673,    0,   -1,   -1,    1,10172,10182,   20,10156,    1,   31,    6,   82,   16,    4,   77,   98,    1,   44,   13,   30
  370,20220821,  244,   17,   23,   40,    8,    0,   22,   90,   12,  180,  107,    3,  254,   15,   79,    6,   92,   64, 1870,    0,    0,    0,    1,10168,10173,    1,10163,   17,   63,    3,   82,   12,    5,   73,   97,    1,   49,   12,   33
  370,20220822,   58,   15,   18,   30,   11,    0,    1,   50,   11,  208,  135,    5,  268,   15,  117,    6,   51,   36, 1490,    0,    0,    0,    1,10150,10165,    1,10135,   17,   65,    1,   82,   16,    7,   63,   93,    5,   38,   16,   28
  370,20220823,  231,   15,   18,   40,   16,    0,   22,   70,   11,  223,  140,    2,  298,   14,  121,    6,  103,   73, 1911,    0,    0,    0,    1,10157,10175,   23,10139,    1,   61,   24,   83,   15,    6,   67,   96,   24,   41,   13,   36
  370,20220824,   29,   16,   19,   40,   18,    0,    2,   70,   16,  242,  150,    5,  323,   16,  123,    6,   98,   69, 1915,    0,    0,    0,    1,10175,10186,    9,10165,   17,   37,    3,   83,   19,    3,   66,   98,    2,   36,   16,   37
  370,20220825,   28,    9,   27,   50,   24,    0,    1,   80,   22,  256,  178,    2,  335,   14,  138,    6,  108,   77, 1982,    0,    0,    0,    1,10148,10165,    1,10127,   17,   58,   21,   82,   10,    4,   55,   91,    1,   26,   14,   39
  370,20220826,  326,   34,   35,   50,    9,   20,   16,   90,    9,  196,  154,   24,  225,   11,  147,   24,    4,    3,  683,    9,   30,   16,   14,10168,10178,   23,10154,    1,   58,   14,   75,    8,    8,   80,   91,   14,   70,   13,   12
  370,20220827,  357,   27,   28,   50,   23,    0,    3,   90,   11,  179,  121,    3,  224,   14,   99,    6,   23,   17, 1159,    0,    0,    0,    1,10179,10193,   24,10172,    3,   65,    2,   83,   14,    7,   71,   97,    3,   50,   14,   20
  370,20220828,   17,   37,   38,   60,    9,   10,    5,  100,   10,  175,  110,    5,  242,   15,   81,    6,  109,   79, 1992,    0,    0,    0,    1,10210,10223,   24,10194,    1,   65,    5,   83,   17,    5,   65,   94,    5,   39,   14,   35
  370,20220829,   29,   21,   24,   40,    9,   10,    1,   70,    9,  173,   95,    3,  235,   14,   60,    6,   94,   68, 1887,    0,    0,    0,    1,10215,10230,    7,10201,   18,   61,    4,   82,   10,    6,   67,   97,    3,   40,   15,   33
  370,20220830,   36,   43,   45,   70,   13,   30,    1,  100,   12,  198,  150,    5,  261,   15,  144,    6,   80,   58, 1637,    0,    0,    0,    1,10205,10212,   10,10194,   17,   69,    6,   83,   15,    8,   63,   87,    5,   41,   14,   30
  370,20220831,   42,   49,   50,   60,    8,   40,    1,  110,   11,  196,  145,    6,  253,   14,  139,    6,   77,   56, 1674,    0,    0,    0,    1,10211,10222,    9,10201,   17,   75,    1,   83,   18,    4,   59,   78,    4,   44,   16,   30
  370,20220901,   65,   34,   36,   50,   10,   30,    2,  100,   12,  202,  122,    4,  261,   15,  112,    6,  121,   89, 2049,    0,    0,    0,    1,10193,10209,    8,10169,   24,   75,    4,   83,    1,    2,   48,   71,    4,   26,   14,   37
  370,20220902,   94,   33,   34,   50,   12,   20,    4,   90,   11,  213,  157,    4,  277,   14,  144,    6,   78,   58, 1668,    0,    0,    0,    1,10136,10166,    1,10110,   24,   69,    5,   83,   19,    5,   43,   59,    4,   27,   13,   31
  370,20220903,  116,   20,   23,   30,    1,   10,   20,   70,    3,  212,  160,   24,  284,   15,  131,   24,   95,   70, 1862,    0,    0,    0,    1,10114,10138,   24,10105,   14,   70,    5,   83,   17,    4,   51,   85,   24,   31,   15,   35
  370,20220904,  197,   16,   18,   50,   14,    0,   19,  100,   15,  207,  141,   24,  285,   14,   97,   24,   88,   66, 1656,    0,    0,    0,    1,10174,10193,   23,10141,    1,   65,    3,   83,   11,    7,   66,   96,    4,   30,   14,   31
  370,20220905,  132,   11,   28,   50,   19,   10,    1,  110,   19,  228,  132,    1,  320,   14,   87,    6,   92,   69, 1810,   15,    7,    4,   24,10181,10197,    8,10164,   17,   68,   23,   83,    9,    7,   57,   90,   24,   28,   13,   35
  370,20220906,  180,    6,   28,   40,    2,   10,    3,   90,    1,  221,  149,    5,  288,   15,  131,    6,  102,   77, 1808,   29,   46,   34,   23,10142,10169,    1,10108,   21,   18,   22,   83,   17,    5,   69,   98,    5,   41,   15,   34
  370,20220907,  207,   20,   27,   60,   12,    0,   22,   90,   11,  195,  139,    3,  259,   14,  126,    6,   74,   56, 1565,    0,   -1,   -1,    1,10118,10133,    9,10096,   24,   46,    7,   83,   15,    7,   74,   98,    4,   46,   14,   28
  370,20220908,  203,   32,   33,   60,   10,   10,    2,  110,   21,  174,  133,   24,  221,   13,  129,   24,   48,   36, 1065,   56,   82,   37,   21,10082,10089,    1,10077,   20,   19,   21,   82,   12,    7,   83,   98,    6,   55,   14,   18
  370,20220909,  188,   41,   44,   60,    9,   30,    1,  120,   14,  157,  130,    2,  207,   15,  125,    6,   29,   22,  791,   25,   40,   29,   17,10078,10095,   24,10068,   15,   63,   12,   80,   15,    7,   89,   97,    3,   67,   15,   13
  370,20220910,  236,   29,   35,   60,    7,   10,   19,  110,   10,  160,  122,   23,  205,   13,  101,   24,   12,    9,  600,   46,   80,   24,    7,10122,10174,   24,10092,    3,    2,   23,   75,   13,    6,   93,   99,   23,   78,   13,   10
  370,20220911,  166,    6,   11,   20,   13,    0,    4,   70,   15,  156,  104,    4,  227,   13,   79,   24,   65,   50, 1359,    0,    0,    0,    1,10188,10203,   10,10175,   24,    0,    3,   83,   14,    6,   86,   99,    2,   56,   15,   23
  370,20220912,  182,   14,   17,   40,   12,    0,    1,   60,   11,  177,  102,    2,  252,   16,   74,    6,   95,   74, 1676,    0,    0,    0,    1,10138,10170,    1,10103,   24,   50,    2,   83,   17,    8,   77,   98,    1,   45,   15,   29
  370,20220913,  350,   12,   21,   30,   16,    0,    6,   60,   13,  196,  153,   24,  255,   13,  145,    6,   37,   29, 1185,   39,   36,   28,   24,10096,10105,    8,10084,   24,   59,   24,   82,   14,    8,   78,   94,   24,   60,   12,   21
  370,20220914,   50,   16,   20,   30,    1,    0,   21,   50,    1,  140,  115,   21,  153,    1,   94,   24,    0,    0,  298,  126,  211,   38,    7,10065,10078,    1,10051,   15,   19,   20,   70,   13,    8,   95,   98,   19,   88,   13,    5
  370,20220915,  272,   20,   22,   40,   14,   10,    6,   90,   11,  142,   99,   24,  189,   14,   89,   24,    5,    4,  723,    7,   13,   12,   11,10097,10117,   21,10074,    1,   44,    1,   83,   16,    8,   84,   98,    1,   51,   14,   12
  370,20220916,  261,   32,   35,   50,   10,   10,    1,  110,   13,  116,   89,    2,  162,   11,   80,    6,   54,   43, 1055,   24,   75,   29,   14,10123,10140,   21,10110,    4,   19,   13,   75,    9,    7,   87,   96,    2,   70,   16,   16
  370,20220917,  275,   36,   40,   70,   15,   20,    5,  140,   15,  120,   85,    5,  172,   15,   78,    6,   77,   61, 1336,   26,   50,   17,   11,10158,10174,   22,10142,    1,   58,    5,   80,   17,    7,   83,   96,   22,   54,   17,   21
  370,20220918,  258,   33,   35,   60,   12,   20,   23,  100,   18,  110,   76,   24,  139,   12,   67,   24,    3,    2,  435,   99,  205,   39,   13,10163,10184,   24,10151,   16,   56,   10,   70,    8,    6,   94,   97,    1,   90,    8,    7
  370,20220919,  282,   25,   28,   60,   15,   20,    1,  130,   15,  122,   65,    4,  184,   14,   51,    6,   48,   39, 1114,    4,    3,    2,   18,10211,10231,   22,10185,    1,   62,   23,   82,   14,    6,   82,   97,    4,   53,   14,   17
  370,20220920,  299,   13,   19,   40,   13,    0,   20,   70,   12,  122,   84,   20,  168,   12,   56,   24,   42,   34,  939,    0,   -1,   -1,    1,10244,10265,   22,10229,    2,   62,    3,   83,   16,    6,   83,   97,    1,   57,   16,   15
  370,20220921,   84,    5,    8,   20,    9,    0,    1,   50,   14,  112,   52,    5,  184,   14,   17,   24,   74,   60, 1301,    0,    0,    0,    1,10263,10274,   10,10252,   24,   58,   23,   83,   11,    4,   78,   98,   23,   44,   14,   20
  370,20220922,  180,    8,   10,   30,   11,    0,    1,   60,   14,  115,   34,    6,  198,   14,    2,    6,  109,   89, 1591,    0,    0,    0,    1,10218,10249,    1,10182,   24,   37,    5,   83,   11,    4,   76,   98,    1,   43,   13,   24
  370,20220923,  204,   17,   18,   40,   14,   10,    1,   60,   14,  132,   72,    5,  182,   12,   40,    6,   12,   10,  744,   30,   12,    9,   22,10156,10178,    1,10135,   24,   57,   22,   82,   13,    8,   81,   96,   22,   53,   12,   12
  370,20220924,  234,    4,   26,   30,    4,   10,   15,   60,   17,  132,  117,   24,  152,   15,  112,   24,    0,    0,  380,   77,   43,   11,    8,10134,10156,   24,10116,    5,   43,    8,   75,   14,    8,   92,   98,    7,   80,   14,    6
  370,20220925,  316,   13,   19,   30,    1,    0,    5,   70,   13,  118,   58,    6,  183,   14,   27,    6,   76,   63, 1318,    0,    0,    0,    1,10144,10162,    8,10103,   24,    4,    6,   83,   14,    5,   81,   99,    5,   51,   13,   20
  370,20220926,  212,   46,   51,   70,   11,   30,   20,  120,    9,  111,   96,   24,  123,   15,   93,   24,    0,    0,  320,  106,   91,   12,   17,10004,10094,    1, 9964,   18,   32,   14,   70,    2,    8,   91,   97,   17,   82,    4,    5
  370,20220927,  233,   34,   37,   50,    4,   20,   14,  100,   16,   90,   68,   24,  117,   14,   64,   24,    2,    2,  490,  106,  113,   33,   18, 9982, 9998,   11, 9962,   24,   57,   10,   75,   15,    8,   93,   98,   18,   80,   15,    7
  370,20220928,  245,   27,   30,   50,    9,   10,   18,   80,    9,   92,   49,   24,  149,   13,   21,   24,   61,   51,  929,   15,    6,    3,    2, 9979,10001,   23, 9959,    1,    5,   24,   80,   12,    5,   88,   99,   24,   68,   12,   13
  370,20220929,  201,    5,   10,   20,   11,    0,   18,   40,   11,   87,   29,    6,  163,   16,   -7,    6,   81,   69, 1334,    0,    0,    0,    1,10035,10081,   23, 9999,    1,    9,    1,   83,   16,    2,   84,   99,    1,   54,   14,   19
  370,20220930,  194,   36,   37,   90,   24,   10,    1,  150,   24,  108,   23,    5,  178,   13,    0,    6,   82,   70, 1272,   20,   18,    9,   23,10086,10106,    9,10032,   24,   27,    7,   83,   15,    5,   78,   98,    2,   56,   15,   19
  370,20221001,  228,   50,   57,  100,    2,   30,   18,  160,    2,  138,  109,   20,  187,   13,   89,   24,   67,   57,  967,   42,   70,   30,    2,10072,10146,   24,10011,    3,   57,   13,   80,   15,    5,   84,   95,    3,   63,   15,   16
  370,20221002,  254,   28,   33,   50,    3,   20,   18,   90,    3,  133,   63,   24,  184,   15,   41,   24,   39,   34,  830,   19,   45,   16,    8,10196,10260,   24,10149,    1,   57,    7,   78,   14,    5,   87,   98,    7,   58,   15,   13
  370,20221003,  211,   13,   14,   20,    1,    0,   22,   50,   13,  118,   55,    5,  181,   12,   25,    6,   62,   54, 1086,    0,    0,    0,    1,10264,10283,    9,10239,   24,    4,    4,   80,   11,    6,   85,   99,    4,   59,   14,   17
  370,20221004,  194,   29,   30,   50,   13,   10,    1,   80,   13,  137,   80,    7,  195,   15,   66,    6,   90,   78, 1303,    0,    0,    0,    1,10202,10235,    1,10181,   24,   58,    2,   82,   15,    7,   77,   97,    2,   53,   13,   21
  370,20221005,  211,   56,   59,   90,   13,   30,    1,  180,   15,  162,  130,   24,  216,   14,  122,   24,   30,   26,  799,    8,   16,    8,   20,10163,10221,   24,10134,   13,   58,   20,   83,   14,    7,   74,   86,   22,   59,   14,   14
  370,20221006,  223,   36,   38,   60,   11,   10,   19,  100,   11,  122,   76,   24,  179,   14,   49,   24,  103,   91, 1316,    0,    0,    0,    1,10284,10304,   11,10231,    1,   65,    6,   83,   16,    1,   73,   90,   24,   46,   14,   20
  370,20221007,  203,   37,   38,   60,   11,   20,    1,  100,   12,  125,   73,    4,  189,   15,   51,    6,   93,   82, 1173,    0,    0,    0,    1,10217,10275,    1,10168,   24,   64,    2,   81,   16,    5,   74,   91,    1,   53,   14,   18
  370,20221008,  249,   31,   33,   50,    1,   10,   19,  100,   10,  115,   44,   24,  172,   14,    0,   24,   89,   79, 1128,    8,    7,    7,    3,10221,10261,   22,10167,    1,   34,    6,   83,   14,    4,   78,   97,   23,   51,   15,   17
  370,20221009,  131,   22,   23,   40,   14,    0,    5,   70,   14,  106,   21,    5,  180,   15,  -15,    6,  102,   91, 1271,    0,    0,    0,    1,10208,10258,    1,10150,   24,   10,    5,   83,   18,    6,   73,   97,    1,   44,   14,   19
  370,20221010,  231,   15,   27,   50,   16,   10,   19,  100,   16,  105,   41,   23,  192,   13,    0,   24,   40,   36,  810,    0,   -1,   -1,    1,10177,10247,   24,10136,    5,    7,   20,   81,   12,    6,   85,   98,   20,   64,   12,   12
  370,20221011,   90,    2,    9,   20,   14,    0,    3,   40,   13,   82,   10,    5,  167,   15,  -14,    6,   94,   85, 1121,    0,    0,    0,    1,10264,10278,   10,10252,    1,   14,    3,   78,   10,    3,   80,   98,    3,   49,   15,   16
  370,20221012,  182,   15,   16,   40,   15,    0,    1,   60,   12,   94,   20,    6,  165,   15,  -14,    6,   65,   59, 1000,    0,    0,    0,    1,10226,10255,    1,10197,   24,   59,    1,   80,   13,    8,   82,   98,    1,   56,   12,   14
  370,20221013,  200,   27,   28,   40,   14,   10,   23,   70,   14,  129,  109,    1,  143,   12,  103,    6,    0,    0,  231,   10,    5,    4,   13,10168,10193,    1,10154,   24,   25,   21,   66,   11,    8,   89,   96,   20,   80,    9,    4
  370,20221014,  187,   18,   22,   30,    6,   10,   18,   60,   10,  136,  100,   24,  163,   15,   72,   24,    5,    5,  336,   20,    6,    2,   11,10106,10150,    1,10077,   24,    0,   24,   65,    9,    8,   95,   99,   23,   89,   15,    5
  370,20221015,  199,   29,   34,   60,   13,   20,    1,  130,   14,  142,   99,    1,  195,   14,   66,    6,   29,   27,  501,    4,    1,    1,   12,10072,10103,   24,10049,   13,    2,    1,   82,   15,    8,   86,   98,    1,   64,   15,    8
  370,20221016,  186,   25,   31,   60,    9,   10,   17,   90,    9,  150,  118,    2,  194,   13,  108,    6,   68,   63,  938,    7,    5,    5,   19,10145,10169,   20,10103,    1,   59,   22,   81,   14,    7,   81,   94,   22,   59,   13,   15
  370,20221017,  188,   27,   30,   50,    8,   10,   22,   90,    8,  162,  140,    1,  181,    8,  131,   24,    7,    7,  211,   30,   34,   23,   10,10206,10256,   24,10153,    3,   41,   19,   70,    6,    8,   93,   97,   18,   82,    8,    4
  370,20221018,  357,   13,   15,   30,   15,    0,    5,   50,   14,  133,   73,   23,  189,   14,   11,   24,   74,   70,  934,    0,    0,    0,    1,10279,10294,   20,10256,    1,    1,    7,   80,   16,    3,   86,   99,    7,   57,   15,   15
  370,20221019,   77,   34,   35,   50,   10,   20,    1,  100,   10,  112,   49,    5,  157,   13,   11,    6,   89,   85,  999,    0,    0,    0,    1,10239,10287,    1,10169,   24,   56,    2,   81,   15,    8,   79,   95,    1,   57,   13,   15
  370,20221020,  126,   28,   29,   40,   12,   20,    6,   80,   13,  140,  103,    1,  185,   15,   94,    6,   28,   27,  460,   20,   31,   17,   11,10112,10165,    1,10079,   23,   57,   11,   70,   16,    8,   89,   95,   12,   82,    9,    7
  370,20221021,  168,   27,   29,   50,   14,   20,    3,   80,   14,  152,  104,   24,  205,   14,   75,   24,   44,   42,  655,    8,   27,   18,    9,10075,10091,   24,10060,    6,   57,    9,   75,   12,    7,   87,   97,    4,   70,   14,   11
  370,20221022,  189,   29,   33,   60,   10,   10,   17,  100,    9,  142,  106,   19,  192,   14,   76,   24,   53,   51,  703,    0,    0,    0,    1,10128,10148,   19,10090,    2,   60,    3,   80,   14,    7,   87,   97,   18,   64,   14,   11
  370,20221023,  146,   31,   33,   60,   20,   20,    1,  130,   20,  157,  120,    3,  195,   14,  104,    6,    2,    2,  400,    8,   48,   25,   21,10076,10137,    1,10039,   17,   65,    1,   75,   11,    8,   83,   92,    1,   71,   13,    7
  370,20221024,  210,   61,   63,   90,    9,   30,   18,  150,    9,  157,  125,   22,  187,   13,  119,   24,   49,   48,  554,   14,   36,   23,   19,10070,10119,   24,10032,    4,   64,   22,   80,    2,    5,   77,   94,   22,   64,   14,    9
  370,20221025,  194,   33,   38,   60,    1,   20,   17,  100,    1,  134,  107,   20,  178,   14,   94,   24,   30,   30,  502,    0,    0,    0,    1,10149,10165,   11,10122,    1,   65,    2,   78,   14,    7,   85,   93,    6,   69,   14,    8
  370,20221026,  190,   27,   33,   60,   10,   20,    2,  110,   11,  154,  110,    1,  209,   14,  103,    6,   83,   82,  805,    0,    0,    0,    1,10164,10214,   22,10123,    4,   65,   20,   82,   14,    7,   81,   91,   20,   61,   14,   13
  370,20221027,  153,   26,   28,   40,    9,   10,   23,   70,    9,  170,  126,    3,  212,   15,  106,    6,   46,   46,  553,    0,    0,    0,    1,10195,10218,    2,10176,   23,   65,    3,   83,   10,    8,   78,   96,   24,   62,   10,   10
  370,20221028,  193,   25,   28,   50,   11,   10,    1,   90,   11,  171,  122,    1,  228,   12,   96,    6,   53,   53,  599,    0,    0,    0,    1,10184,10218,   23,10166,    4,   50,   22,   79,   13,    8,   80,   98,   23,   59,   11,   10
  370,20221029,  149,   19,   21,   40,   12,   10,    1,   60,   12,  174,  114,    2,  246,   13,   87,    6,   46,   47,  615,    0,    0,    0,    1,10179,10216,    1,10155,   17,   15,    4,   80,   12,    8,   79,   98,    1,   54,   13,   11
  370,20221030,  212,   11,   15,   30,   15,   10,    1,   50,   15,  149,   94,    7,  208,   14,   75,   12,   45,   46,  595,    0,    0,    0,    1,10179,10209,   24,10162,   14,   60,   24,   78,   13,    8,   83,   97,    7,   63,   13,   10
  370,20221031,  128,   21,   23,   40,   14,   10,    1,   80,   24,  140,   89,    5,  184,   14,   59,    6,   40,   41,  511,    0,   -1,   -1,    1,10157,10207,    1,10087,   24,    1,    4,   75,   20,    7,   86,   99,    4,   73,   14,    8
  370,20221101,  200,   65,   67,   90,    5,   50,    1,  160,    4,  151,  128,    7,  176,    1,  120,   12,   85,   88,  760,    0,   -1,   -1,    1,10135,10155,   11,10081,    2,   75,    1,   83,    4,    4,   65,   77,    3,   55,   14,   13
